brandid,query,date,params,querytype
79290,What are George Harrison professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are George Harrison professions"",""returnType"":1}",professions
79290,Who is George Harrison Musician,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is George Harrison Musician"",""returnType"":1}",verboseaccurate
79290,Who is the audience of George Harrison,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of George Harrison"",""returnType"":1}",audience
81271,Ringo Starr,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Ringo Starr"",""returnType"":1}",basic
81271,Ringo Starr Drum,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Ringo Starr Drum"",""returnType"":1}",qualifier
81271,Who is Ringo Starr,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Ringo Starr"",""returnType"":1}",verboseaccurate
81271,What are Ringo Starr professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Ringo Starr professions"",""returnType"":1}",professions
81271,Who is Ringo Starr Drum,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Ringo Starr Drum"",""returnType"":1}",verboseaccurate
81271,Who is the audience of Ringo Starr,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Ringo Starr"",""returnType"":1}",audience
112943,Anton Shulke,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Anton Shulke"",""returnType"":1}",basic
112943,Anton Shulke Duda,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Anton Shulke Duda"",""returnType"":1}",qualifier
112943,Who is Anton Shulke,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Anton Shulke"",""returnType"":1}",verboseaccurate
112943,What are Anton Shulke professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Anton Shulke professions"",""returnType"":1}",professions
112943,Who is Anton Shulke Duda,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Anton Shulke Duda"",""returnType"":1}",verboseaccurate
112943,Who is the audience of Anton Shulke,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Anton Shulke"",""returnType"":1}",audience
188527,Transatel Mobile,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Transatel Mobile"",""returnType"":1}",basic
188527,Transatel Mobile Frontalier,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Transatel Mobile Frontalier"",""returnType"":1}",qualifier
188527,What is Transatel Mobile,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Transatel Mobile"",""returnType"":1}",verboseaccurate
188527,What is Transatel Mobile Frontalier,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Transatel Mobile Frontalier"",""returnType"":1}",qualifier
188527,Who is the audience of Transatel Mobile,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Transatel Mobile"",""returnType"":1}",audience
188629,Woody Johnson,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Woody Johnson"",""returnType"":1}",basic
188629,Woody Johnson Ambassador,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Woody Johnson Ambassador"",""returnType"":1}",qualifier
188629,Who is Woody Johnson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Woody Johnson"",""returnType"":1}",verboseaccurate
188629,What are Woody Johnson professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Woody Johnson professions"",""returnType"":1}",professions
188629,Who is Woody Johnson Ambassador,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Woody Johnson Ambassador"",""returnType"":1}",verboseaccurate
188629,Who is the audience of Woody Johnson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Woody Johnson"",""returnType"":1}",audience
113260,Rand Fishkin,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Rand Fishkin"",""returnType"":1}",basic
113260,Rand Fishkin Seo,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Rand Fishkin Seo"",""returnType"":1}",qualifier
113260,Who is Rand Fishkin,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Rand Fishkin"",""returnType"":1}",verboseaccurate
113260,What are Rand Fishkin professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Rand Fishkin professions"",""returnType"":1}",professions
113260,Who is Rand Fishkin Seo,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Rand Fishkin Seo"",""returnType"":1}",verboseaccurate
113260,Who is the audience of Rand Fishkin,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Rand Fishkin"",""returnType"":1}",audience
188767,Craig Ceccanti,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Craig Ceccanti"",""returnType"":1}",basic
188767,Craig Ceccanti Entrepreneur,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Craig Ceccanti Entrepreneur"",""returnType"":1}",qualifier
188767,Who is Craig Ceccanti,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Craig Ceccanti"",""returnType"":1}",verboseaccurate
188767,What are Craig Ceccanti professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Craig Ceccanti professions"",""returnType"":1}",professions
188767,Who is Craig Ceccanti Entrepreneur,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Craig Ceccanti Entrepreneur"",""returnType"":1}",verboseaccurate
188767,Who is the audience of Craig Ceccanti,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Craig Ceccanti"",""returnType"":1}",audience
188779,The Brand SERP Guy,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""The Brand SERP Guy"",""returnType"":1}",basic
188779,The Brand SERP Guy Jason,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""The Brand SERP Guy Jason"",""returnType"":1}",qualifier
188779,Who is The Brand SERP Guy,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is The Brand SERP Guy"",""returnType"":1}",verboseaccurate
188779,What are The Brand SERP Guy professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are The Brand SERP Guy professions"",""returnType"":1}",professions
188779,Who is The Brand SERP Guy Jason,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is The Brand SERP Guy Jason"",""returnType"":1}",verboseaccurate
188779,Who is the audience of The Brand SERP Guy,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of The Brand SERP Guy"",""returnType"":1}",audience
189918,Thomas Jepsen,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Thomas Jepsen"",""returnType"":1}",basic
189918,Thomas Jepsen Entrepreneur,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Thomas Jepsen Entrepreneur"",""returnType"":1}",qualifier
189918,Who is Thomas Jepsen,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Thomas Jepsen"",""returnType"":1}",verboseaccurate
189918,What are Thomas Jepsen professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Thomas Jepsen professions"",""returnType"":1}",professions
189918,Who is Thomas Jepsen Entrepreneur,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Thomas Jepsen Entrepreneur"",""returnType"":1}",verboseaccurate
189918,Who is the audience of Thomas Jepsen,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Thomas Jepsen"",""returnType"":1}",audience
113453,The Barking Dogs,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""The Barking Dogs"",""returnType"":1}",basic
113453,What is The Barking Dogs,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is The Barking Dogs"",""returnType"":1}",verboseaccurate
113453,Who is the audience of The Barking Dogs,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of The Barking Dogs"",""returnType"":1}",audience
113431,The Beatles,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""The Beatles"",""returnType"":1}",basic
113431,What is The Beatles,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is The Beatles"",""returnType"":1}",verboseaccurate
113431,Who is the audience of The Beatles,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of The Beatles"",""returnType"":1}",audience
190609,Eldridge,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Eldridge"",""returnType"":1}",basic
190609,Eldridge Invests,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Eldridge Invests"",""returnType"":1}",qualifier
190609,What is Eldridge,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Eldridge"",""returnType"":1}",verboseaccurate
190609,What is Eldridge Invests,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Eldridge Invests"",""returnType"":1}",qualifier
190609,Who is the audience of Eldridge,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Eldridge"",""returnType"":1}",audience
190610,Todd Boehly,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Todd Boehly"",""returnType"":1}",basic
190610,Todd Boehly Eldridge,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Todd Boehly Eldridge"",""returnType"":1}",qualifier
190610,Who is Todd Boehly,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Todd Boehly"",""returnType"":1}",verboseaccurate
190610,What are Todd Boehly professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Todd Boehly professions"",""returnType"":1}",professions
190610,Who is Todd Boehly Eldridge,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Todd Boehly Eldridge"",""returnType"":1}",verboseaccurate
190610,Who is the audience of Todd Boehly,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Todd Boehly"",""returnType"":1}",audience
191308,Olesia Korobka,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Olesia Korobka"",""returnType"":1}",basic
191308,Who is Olesia Korobka,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Olesia Korobka"",""returnType"":1}",verboseaccurate
191308,What are Olesia Korobka professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Olesia Korobka professions"",""returnType"":1}",professions
191308,Who is the audience of Olesia Korobka,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Olesia Korobka"",""returnType"":1}",audience
191788,The Fundamentals of Brand SERPs for Business,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""The Fundamentals of Brand SERPs for Business"",""returnType"":1}",basic
191788,The Fundamentals of Brand SERPs for Business Brand,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""The Fundamentals of Brand SERPs for Business Brand"",""returnType"":1}",qualifier
191788,What is The Fundamentals of Brand SERPs for Business,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is The Fundamentals of Brand SERPs for Business"",""returnType"":1}",verboseaccurate
191788,What is The Fundamentals of Brand SERPs for Business Brand,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is The Fundamentals of Brand SERPs for Business Brand"",""returnType"":1}",qualifier
191788,Who is the audience of The Fundamentals of Brand SERPs for Business,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of The Fundamentals of Brand SERPs for Business"",""returnType"":1}",audience
191825,Worx,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Worx"",""returnType"":1}",basic
191825,Worx Lawn And Garden Tools,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Worx Lawn And Garden Tools"",""returnType"":1}",qualifier
191825,What is Worx,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Worx"",""returnType"":1}",verboseaccurate
191825,What is Worx Lawn And Garden Tools,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Worx Lawn And Garden Tools"",""returnType"":1}",qualifier
191825,Who is the audience of Worx,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Worx"",""returnType"":1}",audience
188242,Hiltzik Strategies,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Hiltzik Strategies"",""returnType"":1}",basic
188242,What is Hiltzik Strategies,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Hiltzik Strategies"",""returnType"":1}",verboseaccurate
188242,Who is the audience of Hiltzik Strategies,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Hiltzik Strategies"",""returnType"":1}",audience
191333,Eldridge Industries,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Eldridge Industries"",""returnType"":1}",basic
191333,What is Eldridge Industries,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Eldridge Industries"",""returnType"":1}",verboseaccurate
191333,Who is the audience of Eldridge Industries,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Eldridge Industries"",""returnType"":1}",audience
191902,Mary Julia Koch,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Mary Julia Koch"",""returnType"":1}",basic
191902,Who is Mary Julia Koch,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Mary Julia Koch"",""returnType"":1}",verboseaccurate
191902,What are Mary Julia Koch professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Mary Julia Koch professions"",""returnType"":1}",professions
191902,Who is the audience of Mary Julia Koch,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Mary Julia Koch"",""returnType"":1}",audience
191903,David Koch Jr.,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""David Koch Jr."",""returnType"":1}",basic
191903,Who is David Koch Jr.,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is David Koch Jr."",""returnType"":1}",verboseaccurate
191903,What are David Koch Jr. professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are David Koch Jr. professions"",""returnType"":1}",professions
191903,Who is the audience of David Koch Jr.,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of David Koch Jr."",""returnType"":1}",audience
